transaction_id,customer_id,account_id,transaction_type,amount,timestamp,status,merchant_category
TXN_10052,CUST_147,ACC_1040,DEBIT,1343.36,2026-01-04 12:56:56.216216,FAILED,SHOPPING
TXN_10053,CUST_107,ACC_1002,DEBIT,251.98,2026-01-04 14:34:57.297297,SUCCESS,FOOD
TXN_10054,CUST_144,ACC_1020,DEBIT,2005.13,2026-01-04 16:12:58.378378,SUCCESS,TRAVEL
TXN_10055,CUST_108,ACC_1001,CREDIT,4996.59,2026-01-04 17:50:59.459459,SUCCESS,HEALTHCARE
TXN_10056,CUST_147,ACC_1037,CREDIT,2280.74,2026-01-04 19:29:00.540540,SUCCESS,ENTERTAINMENT
TXN_10057,CUST_135,ACC_1009,CREDIT,691.36,2026-01-04 21:07:01.621621,SUCCESS,FOOD
TXN_10058,CUST_114,ACC_1017,DEBIT,1262.24,2026-01-04 22:45:02.702702,SUCCESS,ENTERTAINMENT
TXN_10059,CUST_117,ACC_1009,CREDIT,1545.15,2026-01-05 00:23:03.783783,SUCCESS,SHOPPING
TXN_10060,CUST_136,ACC_1011,DEBIT,2214.39,2026-01-05 02:01:04.864864,FAILED,SHOPPING
TXN_10061,CUST_140,ACC_1015,DEBIT,3611.04,2026-01-05 03:39:05.945945,SUCCESS,FOOD
TXN_10062,CUST_104,ACC_1024,TRANSFER,310.27,2026-01-05 05:17:07.027027,SUCCESS,ENTERTAINMENT
TXN_10063,CUST_102,ACC_1038,DEBIT,5560.29,2026-01-05 06:55:08.108108,SUCCESS,SHOPPING
TXN_10064,CUST_106,ACC_1035,CREDIT,80.97,2026-01-05 08:33:09.189189,SUCCESS,TRAVEL
TXN_10065,CUST_142,ACC_1030,CREDIT,1205.3,2026-01-05 10:11:10.270270,SUCCESS,UTILITIES
TXN_10066,CUST_104,ACC_1031,DEBIT,119.51,2026-01-05 11:49:11.351351,SUCCESS,UTILITIES
TXN_10067,CUST_129,ACC_1049,DEBIT,1297.96,2026-01-05 13:27:12.432432,FAILED,SHOPPING
TXN_10068,CUST_118,ACC_1005,DEBIT,1915.38,2026-01-05 15:05:13.513513,SUCCESS,ENTERTAINMENT
TXN_10069,CUST_126,ACC_1044,TRANSFER,1841.97,2026-01-05 16:43:14.594594,SUCCESS,HEALTHCARE
TXN_10070,CUST_144,ACC_1014,DEBIT,502.69,2026-01-05 18:21:15.675675,SUCCESS,SHOPPING
TXN_10071,CUST_134,ACC_1011,DEBIT,2644.31,2026-01-05 19:59:16.756756,FAILED,HEALTHCARE
TXN_10072,CUST_110,ACC_1009,DEBIT,164.53,2026-01-05 21:37:17.837837,SUCCESS,HEALTHCARE
TXN_10073,CUST_136,ACC_1034,CREDIT,3637.73,2026-01-05 23:15:18.918918,SUCCESS,ENTERTAINMENT
TXN_10074,CUST_114,ACC_1012,DEBIT,7376.94,2026-01-06 00:53:20.000000,SUCCESS,HEALTHCARE
TXN_10075,CUST_131,ACC_1035,DEBIT,1087.91,2026-01-06 02:31:21.081081,SUCCESS,TRAVEL
TXN_10076,CUST_148,ACC_1035,CREDIT,1870.59,2026-01-06 04:09:22.162162,SUCCESS,ENTERTAINMENT
TXN_10077,CUST_115,ACC_1001,TRANSFER,1240.7,2026-01-06 05:47:23.243243,SUCCESS,SHOPPING
TXN_10078,CUST_108,ACC_1040,DEBIT,66.83,2026-01-06 07:25:24.324324,SUCCESS,TRAVEL
TXN_10079,CUST_114,ACC_1022,DEBIT,1268.89,2026-01-06 09:03:25.405405,SUCCESS,FOOD
TXN_10080,CUST_123,ACC_1029,DEBIT,3972.18,2026-01-06 10:41:26.486486,SUCCESS,UTILITIES
TXN_10081,CUST_140,ACC_1008,CREDIT,2315.78,2026-01-06 12:19:27.567567,SUCCESS,SHOPPING
TXN_10082,CUST_121,ACC_1011,DEBIT,316.9,2026-01-06 13:57:28.648648,SUCCESS,SHOPPING
TXN_10083,CUST_116,ACC_1041,CREDIT,4745.57,2026-01-06 15:35:29.729729,SUCCESS,SHOPPING
TXN_10084,CUST_145,ACC_1037,CREDIT,1943.34,2026-01-06 17:13:30.810810,SUCCESS,TRAVEL
TXN_10085,CUST_118,ACC_1014,CREDIT,,2026-01-06 18:51:31.891891,SUCCESS,FOOD
TXN_10086,CUST_147,ACC_1030,DEBIT,2220.07,2026-01-06 20:29:32.972972,SUCCESS,ENTERTAINMENT
TXN_10087,CUST_124,ACC_1035,TRANSFER,2100.68,2026-01-06 22:07:34.054054,SUCCESS,FOOD
TXN_10088,CUST_126,ACC_1021,CREDIT,328.05,2026-01-06 23:45:35.135135,FAILED,TRAVEL
TXN_10089,CUST_125,ACC_1037,CREDIT,507.88,2026-01-07 01:23:36.216216,SUCCESS,SHOPPING
TXN_10090,CUST_145,ACC_1005,DEBIT,8991.13,2026-01-07 03:01:37.297297,SUCCESS,UTILITIES
TXN_10091,CUST_141,ACC_1019,TRANSFER,698.5,2026-01-07 04:39:38.378378,SUCCESS,SHOPPING
TXN_10092,CUST_129,ACC_1014,DEBIT,9530.29,2026-01-07 06:17:39.459459,SUCCESS,ENTERTAINMENT
TXN_10093,CUST_115,ACC_1026,DEBIT,1947.75,2026-01-07 07:55:40.540540,SUCCESS,HEALTHCARE
TXN_10094,CUST_145,ACC_1004,DEBIT,119359.97,2026-01-07 09:33:41.621621,SUCCESS,UTILITIES
TXN_10095,CUST_101,ACC_1025,CREDIT,311.46,2026-01-07 11:11:42.702702,SUCCESS,SHOPPING
TXN_10096,CUST_125,ACC_1045,DEBIT,635.71,2026-01-07 12:49:43.783783,SUCCESS,UTILITIES
TXN_10097,CUST_107,ACC_1042,DEBIT,6547.0,2026-01-07 14:27:44.864864,SUCCESS,HEALTHCARE
TXN_10098,CUST_109,ACC_1025,DEBIT,1386.73,2026-01-07 16:05:45.945945,SUCCESS,FOOD
TXN_10099,CUST_124,ACC_1018,DEBIT,1308.11,2026-01-07 17:43:47.027027,SUCCESS,TRAVEL
TXN_10100,CUST_101,ACC_1040,CREDIT,989.3,2026-01-07 19:21:48.108108,SUCCESS,SHOPPING
TXN_10101,CUST_144,ACC_1008,CREDIT,447.67,2026-01-07 20:59:49.189189,SUCCESS,ENTERTAINMENT
TXN_10102,CUST_108,ACC_1039,DEBIT,1722.85,2026-01-07 22:37:50.270270,FAILED,FOOD
TXN_10103,CUST_124,ACC_1040,DEBIT,398.29,2026-01-08 00:15:51.351351,SUCCESS,SHOPPING
TXN_10104,CUST_111,ACC_1014,CREDIT,4561.81,2026-01-08 01:53:52.432432,SUCCESS,FOOD
TXN_10105,CUST_117,ACC_1032,DEBIT,1206.66,2026-01-08 03:31:53.513513,SUCCESS,ENTERTAINMENT
TXN_10106,CUST_108,ACC_1038,DEBIT,1224.22,2026-01-08 05:09:54.594594,SUCCESS,SHOPPING
TXN_10107,CUST_135,ACC_1033,TRANSFER,1656.17,2026-01-08 06:47:55.675675,SUCCESS,HEALTHCARE
TXN_10108,CUST_135,ACC_1023,CREDIT,1518.04,2026-01-08 08:25:56.756756,SUCCESS,HEALTHCARE
TXN_10109,CUST_133,ACC_1015,DEBIT,13225.77,2026-01-08 10:03:57.837837,SUCCESS,ENTERTAINMENT
TXN_10110,CUST_105,ACC_1033,CREDIT,2020.74,2026-01-08 11:41:58.918918,SUCCESS,UTILITIES
TXN_10111,CUST_142,ACC_1025,DEBIT,280.84,2026-01-08 13:20:00.000000,SUCCESS,ENTERTAINMENT
TXN_10112,CUST_139,ACC_1017,CREDIT,2384.08,2026-01-08 14:58:01.081081,SUCCESS,UTILITIES
TXN_10113,CUST_141,ACC_1033,DEBIT,460.96,2026-01-08 16:36:02.162162,SUCCESS,SHOPPING
TXN_10114,CUST_128,ACC_1047,DEBIT,128.57,2026-01-08 18:14:03.243243,SUCCESS,UTILITIES
TXN_10115,CUST_107,ACC_1002,DEBIT,8879.02,2026-01-08 19:52:04.324324,PENDING,SHOPPING
TXN_10116,CUST_109,ACC_1014,TRANSFER,3762.96,2026-01-08 21:30:05.405405,SUCCESS,SHOPPING
TXN_10117,CUST_108,ACC_1040,CREDIT,9843.72,2026-01-08 23:08:06.486486,SUCCESS,TRAVEL
TXN_10118,CUST_112,ACC_1040,DEBIT,1674.64,2026-01-09 00:46:07.567567,SUCCESS,SHOPPING
TXN_10119,CUST_134,ACC_1039,DEBIT,1949.59,2026-01-09 02:24:08.648648,PENDING,UTILITIES
TXN_10120,CUST_133,ACC_1006,CREDIT,510.82,2026-01-09 04:02:09.729729,SUCCESS,TRAVEL
TXN_10121,CUST_148,ACC_1006,DEBIT,758.92,2026-01-09 05:40:10.810810,SUCCESS,TRAVEL
TXN_10122,CUST_123,ACC_1003,DEBIT,4608.89,2026-01-09 07:18:11.891891,SUCCESS,SHOPPING
TXN_10123,CUST_124,ACC_1007,TRANSFER,1150.86,2026-01-09 08:56:12.972972,SUCCESS,ENTERTAINMENT
TXN_10124,CUST_137,ACC_1008,DEBIT,4433.49,2026-01-09 10:34:14.054054,SUCCESS,ENTERTAINMENT
TXN_10125,CUST_135,ACC_1042,CREDIT,3136.2,2026-01-09 12:12:15.135135,SUCCESS,HEALTHCARE
TXN_10126,CUST_144,ACC_1015,TRANSFER,537.52,2026-01-09 13:50:16.216216,SUCCESS,TRAVEL
TXN_10127,CUST_140,ACC_1047,DEBIT,1820.38,2026-01-09 15:28:17.297297,SUCCESS,SHOPPING
TXN_10128,CUST_122,ACC_1029,DEBIT,2878.26,2026-01-09 17:06:18.378378,SUCCESS,ENTERTAINMENT
TXN_10129,CUST_127,ACC_1033,DEBIT,719.82,2026-01-09 18:44:19.459459,SUCCESS,SHOPPING
TXN_10130,CUST_135,ACC_1030,TRANSFER,4490.04,2026-01-09 20:22:20.540540,SUCCESS,SHOPPING
TXN_10131,CUST_101,ACC_1039,TRANSFER,2017.7,2026-01-09 22:00:21.621621,SUCCESS,TRAVEL
TXN_10132,CUST_135,ACC_1027,CREDIT,501.53,2026-01-09 23:38:22.702702,SUCCESS,HEALTHCARE
TXN_10133,CUST_137,ACC_1036,DEBIT,2236.58,2026-01-10 01:16:23.783783,SUCCESS,TRAVEL
TXN_10134,CUST_147,ACC_1029,CREDIT,20447.09,2026-01-10 02:54:24.864864,SUCCESS,FOOD
TXN_10135,CUST_114,ACC_1038,TRANSFER,457.83,2026-01-10 04:32:25.945945,SUCCESS,ENTERTAINMENT
TXN_10136,CUST_103,ACC_1033,CREDIT,4292.35,2026-01-10 06:10:27.027027,SUCCESS,ENTERTAINMENT
TXN_10137,CUST_101,ACC_1037,TRANSFER,630.8,2026-01-10 07:48:28.108108,SUCCESS,ENTERTAINMENT
TXN_10138,CUST_105,ACC_1027,TRANSFER,3862.61,2026-01-10 09:26:29.189189,SUCCESS,UTILITIES
TXN_10139,CUST_126,ACC_1033,CREDIT,3366.08,2026-01-10 11:04:30.270270,SUCCESS,SHOPPING
TXN_10140,CUST_114,ACC_1004,CREDIT,943.44,2026-01-10 12:42:31.351351,SUCCESS,TRAVEL
TXN_10141,CUST_139,ACC_1022,DEBIT,1035.66,2026-01-10 14:20:32.432432,SUCCESS,ENTERTAINMENT
TXN_10142,CUST_127,ACC_1002,DEBIT,3981.82,2026-01-10 15:58:33.513513,SUCCESS,FOOD
TXN_10143,CUST_109,ACC_1010,CREDIT,1597.17,2026-01-10 17:36:34.594594,SUCCESS,ENTERTAINMENT
TXN_10144,CUST_115,ACC_1005,DEBIT,3330.92,2026-01-10 19:14:35.675675,SUCCESS,HEALTHCARE
TXN_10145,CUST_115,ACC_1010,TRANSFER,450.38,2026-01-10 20:52:36.756756,SUCCESS,SHOPPING
TXN_10146,CUST_126,ACC_1033,TRANSFER,4835.8,2026-01-10 22:30:37.837837,SUCCESS,SHOPPING
TXN_10147,CUST_142,ACC_1038,CREDIT,3152.32,2026-01-11 00:08:38.918918,PENDING,
TXN_10148,CUST_113,ACC_1013,DEBIT,5986.35,2026-01-11 01:46:40.000000,SUCCESS,UTILITIES
TXN_10149,CUST_132,ACC_1031,DEBIT,404.98,2026-01-11 03:24:41.081081,SUCCESS,TRAVEL
TXN_10150,CUST_139,ACC_1047,DEBIT,2297.44,2026-01-11 05:02:42.162162,SUCCESS,ENTERTAINMENT
TXN_10151,CUST_149,ACC_1036,CREDIT,2335.24,2026-01-11 06:40:43.243243,SUCCESS,HEALTHCARE
TXN_10152,CUST_132,ACC_1045,CREDIT,1140.3,2026-01-11 08:18:44.324324,SUCCESS,FOOD
TXN_10153,CUST_104,ACC_1024,TRANSFER,1583.38,2026-01-11 09:56:45.405405,SUCCESS,TRAVEL
TXN_10154,CUST_130,ACC_1015,DEBIT,146.8,2026-01-11 11:34:46.486486,SUCCESS,UTILITIES
TXN_10155,CUST_137,ACC_1029,TRANSFER,3474.68,2026-01-11 13:12:47.567567,SUCCESS,TRAVEL
TXN_10156,CUST_123,ACC_1008,TRANSFER,2042.51,2026-01-11 14:50:48.648648,SUCCESS,SHOPPING
TXN_10157,CUST_139,ACC_1005,DEBIT,198.69,2026-01-11 16:28:49.729729,SUCCESS,ENTERTAINMENT
TXN_10158,CUST_145,ACC_1029,TRANSFER,2904.5,2026-01-11 18:06:50.810810,SUCCESS,
TXN_10159,CUST_115,ACC_1047,DEBIT,1622.06,2026-01-11 19:44:51.891891,SUCCESS,ENTERTAINMENT
TXN_10160,CUST_143,ACC_1004,DEBIT,137.67,2026-01-11 21:22:52.972972,SUCCESS,ENTERTAINMENT
TXN_10161,CUST_129,ACC_1012,CREDIT,8783.92,2026-01-11 23:00:54.054054,SUCCESS,ENTERTAINMENT
TXN_10162,CUST_136,ACC_1045,DEBIT,7495.33,2026-01-12 00:38:55.135135,SUCCESS,ENTERTAINMENT
TXN_10163,CUST_113,ACC_1002,CREDIT,1848.23,2026-01-12 02:16:56.216216,SUCCESS,FOOD
TXN_10164,CUST_132,ACC_1027,CREDIT,295.89,2026-01-12 03:54:57.297297,SUCCESS,UTILITIES
TXN_10165,CUST_107,ACC_1031,CREDIT,3562.38,2026-01-12 05:32:58.378378,SUCCESS,ENTERTAINMENT
TXN_10166,CUST_122,ACC_1036,DEBIT,1742.85,2026-01-12 07:10:59.459459,FAILED,UTILITIES
TXN_10167,CUST_128,ACC_1036,CREDIT,950.44,2026-01-12 08:49:00.540540,SUCCESS,HEALTHCARE
TXN_10168,CUST_102,ACC_1026,CREDIT,1740.32,2026-01-12 10:27:01.621621,SUCCESS,ENTERTAINMENT
TXN_10169,CUST_142,ACC_1043,CREDIT,1897.69,2026-01-12 12:05:02.702702,SUCCESS,TRAVEL
TXN_10170,CUST_145,ACC_1027,DEBIT,2117.91,2026-01-12 13:43:03.783783,SUCCESS,ENTERTAINMENT
TXN_10171,CUST_106,ACC_1005,DEBIT,1505.02,2026-01-12 15:21:04.864864,SUCCESS,SHOPPING
TXN_10172,CUST_128,ACC_1020,CREDIT,2376.96,2026-01-12 16:59:05.945945,SUCCESS,FOOD
TXN_10173,CUST_128,ACC_1011,DEBIT,6325.09,2026-01-12 18:37:07.027027,SUCCESS,TRAVEL
TXN_10174,CUST_144,ACC_1010,CREDIT,1174.59,2026-01-12 20:15:08.108108,SUCCESS,TRAVEL
TXN_10175,CUST_144,ACC_1040,CREDIT,3283.98,2026-01-12 21:53:09.189189,SUCCESS,SHOPPING
TXN_10176,CUST_120,ACC_1038,CREDIT,5671.49,2026-01-12 23:31:10.270270,SUCCESS,ENTERTAINMENT
TXN_10177,CUST_130,ACC_1006,CREDIT,1571.92,2026-01-13 01:09:11.351351,FAILED,FOOD
TXN_10178,CUST_111,ACC_1008,TRANSFER,1515.02,2026-01-13 02:47:12.432432,SUCCESS,TRAVEL
TXN_10179,CUST_128,ACC_1023,TRANSFER,2353.99,2026-01-13 04:25:13.513513,SUCCESS,FOOD
TXN_10180,CUST_125,ACC_1047,TRANSFER,2287.59,2026-01-13 06:03:14.594594,SUCCESS,TRAVEL
TXN_10181,CUST_139,ACC_1026,TRANSFER,4157.35,2026-01-13 07:41:15.675675,SUCCESS,ENTERTAINMENT
TXN_10182,CUST_133,ACC_1046,DEBIT,1667.97,2026-01-13 09:19:16.756756,SUCCESS,HEALTHCARE
TXN_10183,CUST_101,ACC_1043,DEBIT,13931.7,2026-01-13 10:57:17.837837,SUCCESS,TRAVEL
TXN_10184,CUST_127,ACC_1012,CREDIT,203.28,2026-01-13 12:35:18.918918,SUCCESS,HEALTHCARE
TXN_10185,CUST_113,ACC_1026,DEBIT,57.93,2026-01-13 14:13:20.000000,SUCCESS,TRAVEL
TXN_10186,CUST_141,ACC_1013,DEBIT,2605.51,2026-01-13 15:51:21.081081,SUCCESS,UTILITIES
TXN_10187,CUST_103,ACC_1040,DEBIT,936.1,2026-01-13 17:29:22.162162,SUCCESS,ENTERTAINMENT
TXN_10188,CUST_139,ACC_1018,CREDIT,737.35,2026-01-13 19:07:23.243243,SUCCESS,SHOPPING
TXN_10189,CUST_106,ACC_1025,CREDIT,984.55,2026-01-13 20:45:24.324324,FAILED,HEALTHCARE
TXN_10190,CUST_108,ACC_1033,CREDIT,789.45,2026-01-13 22:23:25.405405,SUCCESS,SHOPPING
TXN_10191,CUST_127,ACC_1047,CREDIT,128.19,2026-01-14 00:01:26.486486,SUCCESS,ENTERTAINMENT
TXN_10192,CUST_109,ACC_1040,TRANSFER,8947.53,2026-01-14 01:39:27.567567,SUCCESS,SHOPPING
TXN_10193,CUST_137,ACC_1043,DEBIT,673.54,2026-01-14 03:17:28.648648,PENDING,ENTERTAINMENT
TXN_10194,CUST_133,ACC_1012,TRANSFER,3360.93,2026-01-14 04:55:29.729729,SUCCESS,SHOPPING
TXN_10195,CUST_142,ACC_1044,DEBIT,3644.98,2026-01-14 06:33:30.810810,SUCCESS,HEALTHCARE
TXN_10196,CUST_144,ACC_1036,TRANSFER,6671.77,2026-01-14 08:11:31.891891,SUCCESS,UTILITIES
TXN_10197,CUST_124,ACC_1048,CREDIT,127.56,2026-01-14 09:49:32.972972,SUCCESS,SHOPPING
TXN_10198,CUST_115,ACC_1004,DEBIT,5190.26,2026-01-14 11:27:34.054054,SUCCESS,HEALTHCARE
TXN_10199,CUST_132,ACC_1005,DEBIT,1922.85,2026-01-14 13:05:35.135135,SUCCESS,TRAVEL
TXN_10200,CUST_132,ACC_1037,DEBIT,2552.88,2026-01-14 14:43:36.216216,PENDING,ENTERTAINMENT
TXN_10201,CUST_124,ACC_1008,DEBIT,2635.37,2026-01-14 16:21:37.297297,SUCCESS,FOOD
TXN_10202,CUST_141,ACC_1042,DEBIT,4334.19,2026-01-14 17:59:38.378378,SUCCESS,FOOD
TXN_10203,CUST_149,ACC_1049,CREDIT,1063.94,2026-01-14 19:37:39.459459,SUCCESS,ENTERTAINMENT
TXN_10204,CUST_149,ACC_1028,CREDIT,3351.75,2026-01-14 21:15:40.540540,SUCCESS,UTILITIES
TXN_10205,CUST_112,ACC_1031,CREDIT,1930.0,2026-01-14 22:53:41.621621,FAILED,SHOPPING
TXN_10206,CUST_139,ACC_1009,TRANSFER,3992.35,2026-01-15 00:31:42.702702,SUCCESS,UTILITIES
TXN_10207,CUST_102,ACC_1029,CREDIT,11703.3,2026-01-15 02:09:43.783783,SUCCESS,FOOD
TXN_10208,CUST_103,ACC_1014,CREDIT,609.89,2026-01-15 03:47:44.864864,SUCCESS,HEALTHCARE
TXN_10209,CUST_149,ACC_1040,DEBIT,13126.01,2026-01-15 05:25:45.945945,SUCCESS,ENTERTAINMENT
TXN_10210,CUST_137,ACC_1041,CREDIT,285.26,2026-01-15 07:03:47.027027,SUCCESS,ENTERTAINMENT
TXN_10211,CUST_149,ACC_1022,DEBIT,55.8,2026-01-15 08:41:48.108108,SUCCESS,UTILITIES
TXN_10212,CUST_117,ACC_1011,TRANSFER,162.92,2026-01-15 10:19:49.189189,SUCCESS,HEALTHCARE
TXN_10213,CUST_149,ACC_1023,TRANSFER,1095.55,2026-01-15 11:57:50.270270,FAILED,UTILITIES
TXN_10214,CUST_102,ACC_1001,CREDIT,2555.35,2026-01-15 13:35:51.351351,SUCCESS,SHOPPING
TXN_10215,CUST_102,ACC_1046,DEBIT,228.82,2026-01-15 15:13:52.432432,FAILED,TRAVEL
TXN_10216,CUST_128,ACC_1037,TRANSFER,64.2,2026-01-15 16:51:53.513513,SUCCESS,HEALTHCARE
TXN_10217,CUST_123,ACC_1021,CREDIT,6965.17,2026-01-15 18:29:54.594594,SUCCESS,TRAVEL
TXN_10218,CUST_137,ACC_1026,DEBIT,4363.9,2026-01-15 20:07:55.675675,SUCCESS,SHOPPING
TXN_10219,CUST_132,ACC_1046,DEBIT,4191.1,2026-01-15 21:45:56.756756,SUCCESS,TRAVEL
TXN_10220,CUST_133,ACC_1036,CREDIT,5444.57,2026-01-15 23:23:57.837837,SUCCESS,FOOD
TXN_10221,CUST_101,ACC_1023,DEBIT,3060.22,2026-01-16 01:01:58.918918,SUCCESS,TRAVEL
TXN_10222,CUST_119,ACC_1001,TRANSFER,325.67,2026-01-16 02:40:00.000000,SUCCESS,SHOPPING
TXN_10223,CUST_102,ACC_1040,DEBIT,1323.32,2026-01-16 04:18:01.081081,SUCCESS,TRAVEL
TXN_10224,CUST_144,ACC_1015,DEBIT,3260.69,2026-01-16 05:56:02.162162,SUCCESS,ENTERTAINMENT
TXN_10225,CUST_126,ACC_1021,TRANSFER,872.42,2026-01-16 07:34:03.243243,SUCCESS,UTILITIES
